premise	hypothesis	prediction	label
Here you'll find many clothing stores for all ages and a large branch of Dunnes Stores, an Irish clothes- and food-shop chain.	The stores here have clothing for all ages.	1	1
As Russell points out, some 400,000 legal aid cases go unassisted each year.	Zero legal aid cases go unassisted each year.	0	0
, less than ten years after the death of the prophet Mohamed.	The prophet Mohamed didn't exist.	0	0
Station Jesus meets his mother.	Station Jesus may have been able to meet his mother.	2	2
probably you probably got everybody on you because they were probably all going to law school	It is possible that they were going to law school.	1	1
But you have to have money to save it, and not many couples with young children have the luxury of tucking away $2,000 apiece annually for their Golden Years.	Couples with children are constantly looking for ways to make more money.	2	2
Therefore, many leading finance organizations have calculated and compared these percentages as a general indication of how well they supported the organization's business objectives.	Finance organization calculated data about every other organization.	2	2
This one-at-a-time, uncoordinated series of regulatory requirements for the power industry is not the optimal approach for the environment, the power generation sector, or American consumers.	The environment and American consumers are better off as a result of this regulation.	2	2
Wanniski and company have been drubbed by the Wall Street Journal , the New York Times ' A.M.	the Wall Street Journal has also drubbed others	2	2
Perhaps San'doro's views had grown into him.	San'doro might have impacted him when it came to how they fought.	2	2
It is housed in a Martello A series of such towers, some 12 m (40 ft) high and 2.5 m (8 ft) thick, were constructed along the coast at the beginning of the 19th century to guard against invasion by Napoleon.	A number of these towers, which were built to guard against invasion by Napoleon, were built along the coast in the 19th century.	1	1
In a magical space looking out over the sea, the beautifully sculpted columns of the cloister create a perfect framework of grace and delicacy for a moment's meditation.	Weddings are often held in the quiet sanctuary of the cloister.	2	2
In the Blue Mountain National Park and the John Crow National Park, which together cover 78,200 hectares (193, 200 acres), conservationists are attempting to halt the encroachment of local farmers and loggers.	Farmers and loggers are attempting to work on Blue Mountain National Park and John Crow National Park.	1	1
In 1995 and again in 1998, the Legal Services Corporation recognized that legal services programs were going to have to change the method and manner in which they conducted their business if they were going to remain viable and responsive to the needs of low income persons.	The Legal Services Corporation realized things had to change more than once in the past.	1	1
Overlapping the others?	Overlapping the other photos?	2	2
There is very little left of old Ocho  the scant remains of Ocho Rios Fort are probably the oldest and now lie in an industrial area, almost forgotten as the tide of progress has swept over the town.	There is nothing left of the Ocho Rios Fort.	0	0
In Temple Bar, the bookshop at the Gallery of Photography carries a large selection of photographic publications, and the Flying Pig is a secondhand bookshop.	There is a bookshop that sells 1000 different books.	2	2
7) Nonautomated First-Class and Standard-A mailers have the option of requesting that their mail be processed manually, even though the costs for such processing are substantially higher than mechanized processing.	Nonautomated First-Class and Standard-A mailers can ask for their mail to be processed by hand, though it costs the postal service more.	1	1
Deborah Pryce said Ohio Legal Services in Columbus will receive a $200,000 federal grant toward an online legal self-help center.	A $200,000 federal grant will be received by Ohio Legal Services, said Deborah Pryce.	1	1
well um i uh exercise regularly i work at a university and i swim almost everyday	I am a lazy unfit person.	0	0
