premise	hypothesis	prediction	label
Since there is no airport on the island, all visitors must arrive at the port, Skala, where most of the hotels are located and all commercial activity is carried out.	There isn't enough room for an airport on the island.	0	2
(The employee was later rehired, and Bob denies the charge.)	The employee did not get their job back.	2	0
and i'm pretty happy with it so far	It's working out so far.	2	1
'I really don't feel comfortable around people who enjoy making speeches.'	I love being around people who enjoy public speaking.	1	0
After shuttering the DOE, Clinton could depict himself as a crusader against waste and bureaucracy who succeeded where even Reagan failed.	Clinton shuttered the DOE to move against waste.	2	1
Summary of Deferred Maintenance as of September 30, 199Z (in Millions of Dollars):	Deferred Maintenance in Millions of Dollars, as of September 30, 199Z:	2	1
Spock did not cure American mothers and fathers of their impossible dream of being professional parents equipped with the developmentally correct answers.	Spock was unable to cure the impossible dream of American parents.	0	1
I think it is important for everyone to understand the extent to which First-Class mail is already carrying a disproportionate share of the institutional cost or overhead burden of the postal system.	The burden is enough for first class mail to handle.	2	0
'  Blankley replies, And there are fund-raisers going out in other parts of the country to raise  'The conservatives are coming, the conservatives are coming.	Blankley replies, there are fundraisers in other parts of the country to raise "the conservatives are coming".	2	1
okay i'll keep that in mind yeah you serve that yourself or the for a family	I think I will forget about that. You will need to remind me.	2	0
He needs to keep his finger on the pulse to succeed during the short tourist season.	He needs to match what his customer want.	2	1
The newspaper publishes just one letter a week from a reader, always with an editorial riposte at the bottom.	Only one letter from readers is published weekly and there is an editorial offered for it.	0	1
i know that i didn't much uh-huh oh	I might have done a bunch.	2	0
Working groups were established to coordinate training statewide, to focus on the establishment of a statewide website and to continue coordination and sharing in technology matters.	Groups were formed to disband training around the state.	1	0
Indeed, said San'doro.	They were certain.	2	1
However, crashing real estate prices had a domino effect on the rest of the economy, and in the early 1990s Japan slipped quickly into stagnation and then recession.	The domino effect was not something that Japan had to suffer through.	1	0
A newly unified Christian Spain under the Catholic Monarchs, Ferdinand and Isabella, completed the Reconquest, defeating the only Moorish enclave left on the Iberian peninsula, Granada, in 1492.	Ferdinand and Isabella completed the Reconquest to establish a Muslim Spain.	1	0
I just stopped where I was.	I stopped running right where I was	0	2
but we're taking our time we're going uh try to make our decision by July	We are in no rush to make a decision.	0	1
They were inferior.	He was superior.	1	0
Chatterbox queried Trudeau about the Dallas Morning News quote.	Chatterbox queried Trudeau about what he said about immigrants.	1	2
and uh uh so i've i've just been real pleased and my step father happens to work at a Ford dealership and that makes things a little easier come car time but	My step father just got fired from the Ford dealership.	1	0
The call is coming from inside the house!	The call is coming from the attic.	1	2
A conventional siege was useless against such a seemingly impregnable rock, however, and with so much food and water the Zealots could not be starved into submission.	The siege was very effective, and the Zealots began to starve to death.	2	0
Life, unlike Reich's book, is not a series of morality fables.	Life is a bunch of fables.	1	0
This is the island's main city and financial, governmental, and administrative centre, and its charms match those of other Mediterranean  jewels.  	The city has a lot of banks and other types of financial institutions. 	2	1
you know they they like what they're doing they you know they feel good about what they're doing that type of thing it's more	You can tell that they really enjoy the type of thing they're doing right now.	2	1
