word;neg_count;pos_count;neg/tot;total
attraction;0;1;0;1
esther kahn;0;1;0;1
ethics;0;2;0;2
after all;0;1;0;1
after all these;0;1;0;1
and it isn;0;1;0;1
for all the;0;4;0;4
for those;0;1;0;1
from the opening;0;2;0;2
gentility;0;2;0;2
maybe even;0;1;0;1
all that interesting;0;1;0;1
charismatic;0;4;0;4
charitable;0;2;0;2
nolan;0;1;0;1
drew;0;2;0;2
ecks;0;2;0;2
has nothing going;0;1;0;1
pauly shore;0;1;0;1
andrew;0;1;0;1
can stop;0;1;0;1
can sustain;0;1;0;1
come along in;0;2;0;2
in series of;0;1;0;1
and pacing are;0;1;0;1
films to come;0;2;0;2
footage from;0;2;0;2
outlandish;0;1;0;1
expert;0;1;0;1
if you love;0;1;0;1
investigate;0;2;0;2
it not nearly;0;2;0;2
it not only;0;2;0;2
movie that works;0;2;0;2
movie that you;0;2;0;2
coaster ride;0;1;0;1
gets bogged;0;1;0;1
look at young;0;2;0;2
littered;0;3;0;3
being earnest;0;1;0;1
is whole;0;2;0;2
ll never;0;2;0;2
in history;0;3;0;3
michel;0;2;0;2
of getting;0;2;0;2
film from;0;2;0;2
impact;0;1;0;1
people wouldn;0;1;0;1
acting exercise;0;1;0;1
alfred;0;1;0;1
eddie murphy;0;1;0;1
far superior;0;1;0;1
how;0;1;0;1
inherent in;0;1;0;1
one joke;0;4;0;4
one liners;0;2;0;2
crushingly;0;3;0;3
cry;0;2;0;2
mention;0;2;0;2
die;0;3;0;3
is comedy;0;1;0;1
one feels;0;2;0;2
basically an;0;1;0;1
founders;0;1;0;1
have good;0;2;0;2
levels;0;1;0;1
gets under your;0;3;0;3
manner that;0;1;0;1
and engrossing;0;1;0;1
directions;0;2;0;2
only sporadically;0;1;0;1
philosophy;0;3;0;3
bluescreen;0;1;0;1
cage;0;1;0;1
costner;0;1;0;1
for me to;0;1;0;1
good movies the;0;2;0;2
great premise;0;1;0;1
great story;0;1;0;1
no classic;0;2;0;2
of jaglom;0;1;0;1
and wickedly;0;1;0;1
is beautiful;0;4;0;4
may sound like;0;3;0;3
ages;0;5;0;5
care about what;0;2;0;2
care for;0;1;0;1
long line;0;1;0;1
is straight;0;1;0;1
appear;0;1;0;1
cynical;0;1;0;1
he really;0;1;0;1
into film;0;1;0;1
es un buen;0;1;0;1
grown up;0;3;0;3
has solid;0;2;0;2
idiotic;0;1;0;1
but still;0;1;0;1
hawk down;0;1;0;1
anne rice;0;1;0;1
cute and;0;1;0;1
don really;0;2;0;2
into the proceedings;0;2;0;2
into the story;0;1;0;1
ladies;0;1;0;1
nothing more;0;1;0;1
but the story;0;1;0;1
good enough;0;3;0;3
its contrivances but;0;1;0;1
of young woman;0;1;0;1
full bodied;0;2;0;2
level of;0;1;0;1
bray;0;1;0;1
from those;0;2;0;2
like one long;0;3;0;3
dress;0;1;0;1
essence of;0;1;0;1
issues like;0;1;0;1
arnold schwarzenegger;0;2;0;2
buried;0;2;0;2
all audiences;0;1;0;1
bad luck;0;2;0;2
does so;0;2;0;2
favor of;0;1;0;1
guy who;0;1;0;1
political prisoners;0;2;0;2
political situation;0;2;0;2
preciously;0;3;0;3
and thoughtful;0;2;0;2
and through;0;2;0;2
awkward;0;1;0;1
and last;0;3;0;3
and laughs;0;3;0;3
cutting edge;0;1;0;1
any film;0;1;0;1
lampoon van wilder;0;1;0;1
definition of;0;2;0;2
first appear;0;2;0;2
has shown;0;1;0;1
is popcorn;0;1;0;1
is poster;0;1;0;1
mystery of;0;1;0;1
mystery science;0;1;0;1
aimlessness that;0;1;0;1
and the self;0;1;0;1
color palette;0;1;0;1
dark but;0;1;0;1
for its extraordinary;0;1;0;1
for its own;0;1;0;1
frontal is;0;2;0;2
many scenes;0;1;0;1
or as;0;1;0;1
oscar wilde;0;3;0;3
are just;0;1;0;1
mothers and;0;1;0;1
deserves to;0;1;0;1
frustrating to;0;2;0;2
life to;0;1;0;1
abuses of;0;2;0;2
celebrated;0;1;0;1
disbelief;0;3;0;3
disbelief and;0;2;0;2
hang out;0;1;0;1
daniel;0;2;0;2
it comedy;0;1;0;1
off each other;0;2;0;2
aimed;0;1;0;1
can be said;0;1;0;1
doesn have much;0;3;0;3
is this;0;1;0;1
make people;0;1;0;1
passionate;0;1;0;1
porno;0;1;0;1
backstage;0;2;0;2
gratuitous;0;1;0;1
probably stay;0;2;0;2
director mark romanek;0;1;0;1
hybrid;0;1;0;1
and of;0;1;0;1
enough for;0;1;0;1
lacking any;0;6;0;6
lacking in;0;2;0;2
and enduring;0;2;0;2
experience that;0;1;0;1
less on;0;2;0;2
less than the;0;1;0;1
and because;0;1;0;1
dialogue comedy;0;2;0;2
dialogue heavy;0;2;0;2
island of;0;3;0;3
lift the;0;1;0;1
greed;0;1;0;1
being trapped;0;1;0;1
caring about;0;1;0;1
carl;0;1;0;1
derailed;0;1;0;1
marks it;0;2;0;2
medicine;0;1;0;1
next is;0;1;0;1
often enough to;0;1;0;1
drops the;0;2;0;2
is any;0;1;0;1
action thriller;0;3;0;3
all american;0;3;0;3
all around;0;3;0;3
always make;0;1;0;1
as metaphor for;0;1;0;1
complications;0;1;0;1
jewish;0;3;0;3
don need;0;1;0;1
jason patric;0;1;0;1
navel gazing;0;1;0;1
and total;0;2;0;2
big bloody;0;1;0;1
equate;0;2;0;2
goldie;0;1;0;1
local;0;2;0;2
not sure which;0;2;0;2
of them;0;1;0;1
bank;0;2;0;2
bankrupt;0;2;0;2
by bad;0;1;0;1
member;0;3;0;3
audience hasn;0;1;0;1
falls apart;0;1;0;1
about growing up;0;3;0;3
absurdist;0;3;0;3
an american film;0;1;0;1
else;0;1;0;1
else about;0;1;0;1
its capacity;0;1;0;1
movie that gets;0;3;0;3
movie that has;0;3;0;3
he so;0;1;0;1
is failure;0;1;0;1
is faithful;0;1;0;1
neither as;0;1;0;1
ambitious movie;0;1;0;1
anyone;0;1;0;1
except;0;1;0;1
been there done;0;1;0;1
but it so;0;1;0;1
card;0;1;0;1
far more;0;1;0;1
funny and touching;0;1;0;1
into his;0;1;0;1
lively;0;1;0;1
actress;0;1;0;1
better if it;0;1;0;1
deliberate;0;2;0;2
far enough;0;1;0;1
intelligence or;0;3;0;3
of having;0;3;0;3
for happiness;0;1;0;1
conspiracies;0;2;0;2
dark satire;0;2;0;2
even better than;0;3;0;3
lite;0;1;0;1
etc;0;1;0;1
hanging;0;1;0;1
is long;0;2;0;2
and perhaps;0;1;0;1
fat;0;2;0;2
indiana;0;2;0;2
indiana jones;0;1;0;1
more often;0;1;0;1
byzantine;0;1;0;1
cable;0;1;0;1
cinema has;0;1;0;1
feels formulaic;0;1;0;1
markets;0;1;0;1
of enjoyable;0;1;0;1
as flat as;0;2;0;2
dad;0;2;0;2
it serves;0;1;0;1
of the highest;0;1;0;1
point of;0;1;0;1
apparently;0;1;0;1
be used;0;2;0;2
doesn do much;0;1;0;1
once in while;0;1;0;1
breath of fresh;0;1;0;1
disappear;0;1;0;1
dressed;0;1;0;1
erotic;0;1;0;1
great movie but;0;2;0;2
agony;0;1;0;1
agony of;0;1;0;1
but his;0;1;0;1
director kevin;0;1;0;1
into its world;0;1;0;1
it avoids;0;2;0;2
it avoids the;0;2;0;2
pat;0;2;0;2
at worst;0;2;0;2
depression;0;1;0;1
been allowed;0;2;0;2
it offers;0;3;0;3
its style;0;1;0;1
moment of;0;2;0;2
age tale;0;2;0;2
and fairly;0;1;0;1
and familial;0;1;0;1
because of that;0;1;0;1
his hong;0;1;0;1
just too;0;1;0;1
miscast;0;2;0;2
political;0;3;0;3
political correctness;0;1;0;1
david caesar;0;1;0;1
like nothing;0;2;0;2
but sometimes;0;2;0;2
and an;0;1;0;1
dick;0;2;0;2
documents;0;2;0;2
dramas;0;1;0;1
memorial to the;0;2;0;2
characters so;0;3;0;3
despite the fact;0;1;0;1
not more;0;1;0;1
cultivated;0;1;0;1
even all;0;1;0;1
is out of;0;1;0;1
have to choose;0;1;0;1
panache;0;1;0;1
cornball;0;3;0;3
few and;0;2;0;2
can only be;0;2;0;2
cope;0;1;0;1
environmental;0;2;0;2
in this film;0;1;0;1
but neither;0;2;0;2
is kind of;0;1;0;1
it pulls;0;1;0;1
it pushes;0;1;0;1
it succeeds;0;1;0;1
it succeeds in;0;1;0;1
plays better;0;1;0;1
plays like;0;1;0;1
in which;0;1;0;1
mix of;0;1;0;1
prints;0;1;0;1
and murphy;0;1;0;1
can really;0;2;0;2
dominated;0;1;0;1
effort;0;1;0;1
it deals with;0;1;0;1
made about;0;1;0;1
of talented;0;1;0;1
grit and;0;2;0;2
as exciting as;0;1;0;1
as expected;0;1;0;1
bad as;0;6;0;6
lapses;0;2;0;2
is gory;0;1;0;1
off the film;0;2;0;2
begins to;0;1;0;1
chances are you;0;1;0;1
interesting idea;0;1;0;1
cut and;0;1;0;1
fellowship;0;1;0;1
grandeur and scale;0;1;0;1
and dull;0;1;0;1
constructed around;0;1;0;1
gross out comedy;0;3;0;3
knack for;0;1;0;1
and spiritual;0;1;0;1
baran;0;1;0;1
like about;0;2;0;2
modern day;0;1;0;1
modern life;0;1;0;1
few of the;0;1;0;1
damn;0;1;0;1
george hickenlooper has;0;1;0;1
in what is;0;1;0;1
compared to the;0;1;0;1
like masterpiece;0;1;0;1
like my;0;1;0;1
mistake;0;3;0;3
on silver;0;1;0;1
one helluva;0;2;0;2
in an;0;1;0;1
of the writing;0;2;0;2
its past;0;3;0;3
of moviemaking;0;1;0;1
and adults;0;1;0;1
angel;0;1;0;1
clue;0;1;0;1
documentary about;0;1;0;1
gargantuan;0;1;0;1
be seen to;0;2;0;2
is wise;0;1;0;1
or four;0;1;0;1
broomfield has;0;1;0;1
broomfield is;0;1;0;1
is simply too;0;1;0;1
back into;0;1;0;1
line with;0;1;0;1
liners;0;1;0;1
direction is;0;1;0;1
girls can swim;0;1;0;1
800;0;1;0;1
daring inventive;0;1;0;1
elvira;0;1;0;1
entranced;0;1;0;1
entree;0;1;0;1
is very much;0;1;0;1
listless;0;1;0;1
lists;0;1;0;1
mind;0;1;0;1
mind all;0;1;0;1
action hero;0;3;0;3
glorified;0;1;0;1
glorious;0;1;0;1
action in;0;1;0;1
hasn lost;0;2;0;2
observation;0;1;0;1
barrymore;0;1;0;1
hallmark card;0;1;0;1
imagine the;0;1;0;1
pretensions and;0;1;0;1
awful but;0;3;0;3
big fat;0;2;0;2
improvised;0;1;0;1
itis;0;1;0;1
preceded;0;1;0;1
an enchanting;0;1;0;1
and just about;0;1;0;1
armed;0;1;0;1
comic and;0;1;0;1
concern with;0;1;0;1
concerned;0;1;0;1
forcing;0;1;0;1
ford;0;1;0;1
inhabit;0;2;0;2
as thought provoking;0;1;0;1
bone;0;1;0;1
bones;0;2;0;2
of the season;0;1;0;1
marshall intense freight;0;1;0;1
of small town;0;2;0;2
color music and;0;2;0;2
action and;0;5;0;5
an engrossing story;0;1;0;1
drawn in;0;1;0;1
exploitative;0;1;0;1
intended to;0;2;0;2
murder by numbers;0;1;0;1
almost as much;0;1;0;1
an appalling;0;1;0;1
can practically;0;1;0;1
hug;0;1;0;1
its title character;0;1;0;1
nice little;0;1;0;1
nice to;0;1;0;1
one trick;0;1;0;1
one trick pony;0;1;0;1
bubbly;0;1;0;1
have fun;0;1;0;1
have given;0;1;0;1
his way to;0;1;0;1
lets up;0;2;0;2
cinema but it;0;1;0;1
dramatized;0;4;0;4
establishes;0;1;0;1
kills;0;4;0;4
coen;0;2;0;2
excruciatingly;0;1;0;1
imagine this;0;1;0;1
embraces;0;1;0;1
extravaganza that;0;1;0;1
ghosts of mars;0;1;0;1
of screen;0;2;0;2
bad as you;0;1;0;1
be forgiven for;0;2;0;2
blab;0;1;0;1
it with;0;4;0;4
literature;0;1;0;1
maguire is;0;1;0;1
force of;0;2;0;2
goes long;0;2;0;2
do little;0;1;0;1
good time for;0;4;0;4
human and;0;2;0;2
keeping the;0;1;0;1
dependence;0;3;0;3
fantasy of;0;1;0;1
mehta;0;1;0;1
points but;0;1;0;1
disreputable;0;2;0;2
disservice;0;2;0;2
history and;0;1;0;1
grain;0;1;0;1
grainy;0;1;0;1
nothing;0;1;0;1
of things;0;1;0;1
of this;0;1;0;1
enters;0;1;0;1
in full regalia;0;1;0;1
involvement and;0;4;0;4
more of an;0;1;0;1
are your cup;0;1;0;1
pages;0;3;0;3
of cinematic;0;1;0;1
and sustains;0;1;0;1
appreciation of it;0;1;0;1
based on true;0;1;0;1
characterization;0;2;0;2
in pauline;0;1;0;1
paris;0;1;0;1
brash;0;2;0;2
dead end;0;2;0;2
groupies;0;2;0;2
merchant;0;1;0;1
of thousands;0;1;0;1
interest and;0;2;0;2
originality it;0;2;0;2
beginning to;0;1;0;1
burkina;0;3;0;3
horror flick;0;1;0;1
age story;0;1;0;1
all about;0;1;0;1
different from;0;4;0;4
exhausted;0;1;0;1
feathers;0;1;0;1
is well;0;2;0;2
less interesting;0;1;0;1
less like;0;1;0;1
less movie;0;1;0;1
mediocrity;0;1;0;1
emotion;0;1;0;1
barrels;0;2;0;2
of russian history;0;1;0;1
following;0;1;0;1
following the;0;1;0;1
all over;0;1;0;1
if you liked;0;1;0;1
indulge the;0;1;0;1
and exploitative;0;1;0;1
are given;0;1;0;1
be thinking;0;1;0;1
coda;0;1;0;1
is not quite;0;2;0;2
of roger;0;3;0;3
people who like;0;2;0;2
attempt to;0;1;0;1
counts;0;1;0;1
film and;0;1;0;1
film and it;0;1;0;1
little new;0;2;0;2
of political;0;2;0;2
above average;0;1;0;1
followed;0;2;0;2
of its ideas;0;2;0;2
carries;0;1;0;1
concentrates;0;2;0;2
melt;0;1;0;1
on to;0;1;0;1
an above average;0;1;0;1
and unnecessary;0;1;0;1
but gripping;0;5;0;5
but had;0;2;0;2
everything you;0;1;0;1
don ask;0;1;0;1
is only so;0;2;0;2
marquis de;0;1;0;1
case;0;2;0;2
director john mckay;0;1;0;1
love the;0;1;0;1
ash;0;1;0;1
but there isn;0;1;0;1
contemporary society;0;1;0;1
going;0;2;0;2
is flat;0;1;0;1
one that want;0;1;0;1
be swept;0;1;0;1
founders on;0;1;0;1
hour tv;0;1;0;1
all the film;0;1;0;1
an engrossing;0;1;0;1
can shake the;0;1;0;1
is as bad;0;1;0;1
and for that;0;1;0;1
couple of times;0;3;0;3
either of;0;1;0;1
neil burger;0;2;0;2
of making;0;1;0;1
of urban;0;2;0;2
one reason;0;1;0;1
kuras;0;1;0;1
nerve;0;1;0;1
behalf of;0;2;0;2
help from;0;1;0;1
consistently;0;1;0;1
most part it;0;1;0;1
cautionary tale of;0;1;0;1
grandiosity;0;1;0;1
make movies;0;1;0;1
into the;0;1;0;1
from under you;0;5;0;5
melancholy;0;2;0;2
melds;0;1;0;1
laramie;0;1;0;1
brand;0;1;0;1
brand new;0;1;0;1
depicts;0;1;0;1
especially if you;0;1;0;1
especially the;0;1;0;1
faces are;0;1;0;1
good ol;0;1;0;1
grant;0;2;0;2
of naivete;0;1;0;1
of race;0;2;0;2
both adults;0;1;0;1
and isn;0;1;0;1
confident enough to;0;2;0;2
on about;0;1;0;1
at sundance;0;1;0;1
most incoherent;0;1;0;1
nonthreatening;0;1;0;1
partner;0;1;0;1
affectionately;0;1;0;1
after you leave;0;1;0;1
altogether;0;2;0;2
pipe dream;0;1;0;1
piquant;0;1;0;1
portrait of an;0;1;0;1
and the dialogue;0;2;0;2
anyone not;0;2;0;2
convincing and;0;1;0;1
his earlier;0;1;0;1
post feminist;0;2;0;2
letdown;0;1;0;1
of emotional;0;1;0;1
lot smarter;0;1;0;1
lot to;0;1;0;1
on it;0;4;0;4
insights into;0;1;0;1
it hits;0;2;0;2
presents;0;2;0;2
laughs at;0;1;0;1
gaping;0;3;0;3
east;0;2;0;2
can hide the;0;1;0;1
can imagine;0;1;0;1
good fun;0;1;0;1
it something;0;1;0;1
mama;0;1;0;1
probe into;0;1;0;1
an event;0;1;0;1
bound;0;1;0;1
equal amounts of;0;1;0;1
footnote;0;1;0;1
glimpses of;0;2;0;2
here it is;0;1;0;1
it done;0;1;0;1
movie which;0;1;0;1
movie will;0;1;0;1
and whimsy;0;2;0;2
and white;0;1;0;1
derivative horror;0;2;0;2
ii is;0;2;0;2
and the delicate;0;2;0;2
california;0;1;0;1
is little more;0;2;0;2
flashbacks;0;1;0;1
crisis;0;1;0;1
fill;0;1;0;1
film about two;0;1;0;1
for the;0;1;0;1
gives;0;2;0;2
gives an;0;2;0;2
one of his;0;1;0;1
part of the;0;1;0;1
carvey;0;1;0;1
not smart;0;2;0;2
creepiest;0;2;0;2
dare say;0;1;0;1
de;0;1;0;1
hill in;0;1;0;1
hills have;0;1;0;1
crammed with;0;2;0;2
greek wedding;0;2;0;2
footed;0;1;0;1
its maker;0;2;0;2
many things;0;1;0;1
one big;0;2;0;2
goals;0;1;0;1
cinematography;0;1;0;1
don even;0;1;0;1
is certain;0;1;0;1
midst;0;1;0;1
of the middle;0;2;0;2
actually pretty;0;1;0;1
been in;0;1;0;1
his secret life;0;1;0;1
chalk it up;0;3;0;3
corruption;0;2;0;2
dull lifeless;0;1;0;1
nerves;0;1;0;1
offers an interesting;0;2;0;2
just too bad;0;1;0;1
just want;0;1;0;1
laden;0;1;0;1
make you feel;0;1;0;1
make you laugh;0;1;0;1
mildly;0;1;0;1
oscar nominated documentary;0;1;0;1
oscar nomination;0;1;0;1
person to;0;1;0;1
pleasantly;0;1;0;1
pretends to be;0;1;0;1
magical;0;3;0;3
details but;0;1;0;1
details of;0;1;0;1
hart;0;1;0;1
movies the;0;1;0;1
of action;0;1;0;1
human condition;0;1;0;1
beauty of;0;2;0;2
characters are paper;0;4;0;4
may;0;1;0;1
cultural differences;0;2;0;2
exactly sure what;0;1;0;1
favour;0;1;0;1
in korea;0;1;0;1
isn always;0;1;0;1
obscured;0;1;0;1
benefit;0;1;0;1
into the lives;0;1;0;1
an emotionally;0;1;0;1
director peter;0;1;0;1
austin powers;0;2;0;2
endurance test;0;1;0;1
how many;0;1;0;1
intended;0;1;0;1
it remains;0;1;0;1
koury;0;2;0;2
loses its;0;2;0;2
losing;0;1;0;1
and would;0;1;0;1
casting;0;1;0;1
its subtle;0;1;0;1
instantly forgettable;0;2;0;2
just might;0;1;0;1
one thing for;0;2;0;2
contributed to;0;1;0;1
lulling;0;1;0;1
pretty much the;0;2;0;2
be impossible;0;1;0;1
crash;0;1;0;1
go;0;1;0;1
greek wedding is;0;3;0;3
john carpenter ghosts;0;1;0;1
blown;0;1;0;1
derives;0;1;0;1
bush;0;2;0;2
emotional and;0;1;0;1
endeavor that;0;3;0;3
inventiveness;0;2;0;2
light of;0;1;0;1
lock stock;0;1;0;1
lock stock and;0;1;0;1
near;0;1;0;1
of gentle;0;1;0;1
and well;0;1;0;1
ever made;0;1;0;1
is small;0;1;0;1
li;0;1;0;1
deflated;0;1;0;1
have long way;0;1;0;1
pet;0;1;0;1
even in;0;2;0;2
franchise;0;1;0;1
by an angel;0;1;0;1
and while;0;1;0;1
heartstrings;0;2;0;2
heartwarming;0;1;0;1
everyone;0;1;0;1
illuminates;0;2;0;2
arc of;0;1;0;1
frighten;0;1;0;1
is nearly impossible;0;1;0;1
or just plain;0;3;0;3
princess;0;3;0;3
knack;0;2;0;2
lack of empathy;0;2;0;2
likely;0;2;0;2
confidence;0;2;0;2
first timer;0;1;0;1
fix;0;1;0;1
movie movie;0;1;0;1
movie my;0;1;0;1
is far from;0;2;0;2
is how;0;4;0;4
is if;0;2;0;2
my big fat;0;2;0;2
my lips;0;2;0;2
my lips is;0;1;0;1
oscar worthy;0;1;0;1
all you can;0;1;0;1
all you have;0;1;0;1
easily one of;0;1;0;1
myself;0;1;0;1
on here;0;1;0;1
as does;0;1;0;1
like you re;0;1;0;1
doc;0;1;0;1
is far;0;1;0;1
and wholly;0;1;0;1
disappointment;0;1;0;1
bargain;0;2;0;2
is hampered by;0;1;0;1
no amount;0;1;0;1
nowhere;0;1;0;1
nowhere near;0;1;0;1
performances in;0;1;0;1
performances it;0;1;0;1
abandon all;0;1;0;1
beauty and;0;1;0;1
beauty and the;0;1;0;1
best picture;0;2;0;2
classic but;0;2;0;2
easy to be;0;3;0;3
easy to watch;0;3;0;3
edward burns;0;1;0;1
flair;0;2;0;2
flicks is;0;1;0;1
for no;0;3;0;3
offers all;0;1;0;1
out gags;0;1;0;1
ploddingly;0;2;0;2
abrupt;0;1;0;1
care about;0;1;0;1
is nevertheless;0;2;0;2
kid stays in;0;1;0;1
more in;0;1;0;1
bleakly;0;1;0;1
lead performance;0;3;0;3
93;0;1;0;1
come up;0;1;0;1
low for;0;1;0;1
earnest and;0;1;0;1
adapted;0;1;0;1
and lifeless;0;1;0;1
body will;0;1;0;1
coaster ride of;0;1;0;1
deserve;0;1;0;1
dying;0;1;0;1
every day;0;1;0;1
affair;0;1;0;1
it gets;0;2;0;2
no is;0;1;0;1
overwritten;0;1;0;1
place to;0;1;0;1
composition;0;1;0;1
male;0;2;0;2
genuinely;0;1;0;1
is enough;0;1;0;1
bike;0;1;0;1
executives;0;1;0;1
hope in;0;1;0;1
inventive and;0;1;0;1
audiences to;0;1;0;1
of anyone who;0;1;0;1
are we;0;1;0;1
companion to;0;1;0;1
company;0;1;0;1
competent and;0;1;0;1
directions and;0;1;0;1
directly;0;1;0;1
film not;0;1;0;1
frantic;0;1;0;1
hawke;0;1;0;1
hawn;0;1;0;1
in exploring;0;2;0;2
out of ideas;0;4;0;4
pacing is;0;1;0;1
cause of;0;3;0;3
could only;0;2;0;2
dependent;0;1;0;1
of bullets;0;2;0;2
of business;0;2;0;2
ll probably;0;1;0;1
offensive and;0;1;0;1
pass;0;1;0;1
pass for;0;1;0;1
amused by;0;1;0;1
appeared in;0;1;0;1
and warmth;0;2;0;2
credit for;0;1;0;1
has you;0;1;0;1
juliette;0;1;0;1
convoluted;0;1;0;1
but the film;0;1;0;1
it better than;0;1;0;1
ben;0;1;0;1
corporate;0;4;0;4
as ill;0;1;0;1
and exhilarating;0;1;0;1
meat on;0;1;0;1
pleasingly;0;1;0;1
and sense of;0;1;0;1
of the storytelling;0;1;0;1
adventure and;0;1;0;1
and women;0;1;0;1
in world;0;1;0;1
driven by;0;1;0;1
goofball;0;2;0;2
margarita happy;0;1;0;1
fessenden;0;2;0;2
fingers;0;1;0;1
fragile;0;1;0;1
as we;0;1;0;1
been better;0;1;0;1
of tenderness;0;1;0;1
interested in;0;1;0;1
lessons and;0;1;0;1
melodrama but;0;1;0;1
murder mystery;0;1;0;1
murder of;0;1;0;1
attempt is;0;1;0;1
its parts;0;2;0;2
one of kind;0;1;0;1
an;0;1;0;1
but thoroughly;0;3;0;3
former;0;1;0;1
and film;0;1;0;1
but why;0;1;0;1
channel but;0;1;0;1
cinema paradiso;0;1;0;1
deserves;0;1;0;1
boils down to;0;2;0;2
change;0;1;0;1
la cinta;0;1;0;1
la pena;0;1;0;1
la salle;0;1;0;1
legendary;0;1;0;1
equal;0;1;0;1
hugely;0;1;0;1
consider this;0;1;0;1
most of all;0;1;0;1
magnolia;0;1;0;1
aficionados will;0;1;0;1
an artist of;0;1;0;1
everlasting is;0;2;0;2
film feels like;0;1;0;1
film festival;0;1;0;1
is something;0;2;0;2
is somewhat;0;2;0;2
much fun as;0;3;0;3
be hard pressed;0;1;0;1
outside of;0;1;0;1
amid;0;1;0;1
bow;0;1;0;1
offer much;0;1;0;1
itself in;0;1;0;1
makers;0;2;0;2
film at;0;2;0;2
intermittent;0;1;0;1
and both;0;1;0;1
it winds;0;1;0;1
guide;0;3;0;3
guilt;0;1;0;1
boss;0;2;0;2
kids about the;0;2;0;2
kids and;0;2;0;2
manages to;0;1;0;1
of recent;0;1;0;1
photography;0;2;0;2
awesome;0;1;0;1
jacquot;0;2;0;2
concept is;0;1;0;1
oliver parker;0;1;0;1
and dare say;0;1;0;1
excels;0;1;0;1
in and;0;1;0;1
championship;0;1;0;1
fish;0;2;0;2
is undercut by;0;1;0;1
in unfaithful;0;1;0;1
never too late;0;2;0;2
obviousness;0;1;0;1
been allowed to;0;1;0;1
called the;0;2;0;2
did it;0;1;0;1
have not;0;1;0;1
individuality;0;1;0;1
lesser;0;1;0;1
outshine;0;2;0;2
overblown and;0;1;0;1
phantom;0;1;0;1
content;0;2;0;2
fans or;0;1;0;1
even in this;0;1;0;1
film that has;0;1;0;1
out of it;0;2;0;2
has always been;0;1;0;1
competition;0;1;0;1
damned for;0;1;0;1
makes absolutely;0;1;0;1
mountain;0;1;0;1
energetic;0;2;0;2
generations;0;2;0;2
of time;0;3;0;3
banter;0;1;0;1
director that;0;1;0;1
goes on for;0;1;0;1
have no;0;1;0;1
head and;0;1;0;1
passion and;0;1;0;1
highways;0;1;0;1
bad it good;0;1;0;1
fathers;0;1;0;1
here to;0;1;0;1
nothing going;0;1;0;1
nothing more than;0;1;0;1
people in;0;1;0;1
probes;0;1;0;1
account;0;1;0;1
possible that;0;2;0;2
cowering;0;1;0;1
cliche;0;1;0;1
director dover;0;1;0;1
found myself;0;1;0;1
change while;0;1;0;1
if they;0;1;0;1
disdain for;0;1;0;1
disease;0;1;0;1
feisty;0;1;0;1
fellow;0;1;0;1
highlight;0;3;0;3
load;0;1;0;1
missed;0;1;0;1
but like most;0;2;0;2
new star;0;1;0;1
of their seats;0;1;0;1
and then it;0;1;0;1
it trying;0;1;0;1
it trying to;0;1;0;1
overall the film;0;1;0;1
diversity;0;1;0;1
never seen;0;1;0;1
no nonsense;0;1;0;1
generate lot of;0;1;0;1
in distress;0;1;0;1
any kind of;0;1;0;1
as there;0;2;0;2
cast comes;0;1;0;1
comes off like;0;1;0;1
have an;0;1;0;1
high school students;0;1;0;1
idealistic;0;1;0;1
albeit;0;3;0;3
fully aware;0;2;0;2
movie winds;0;1;0;1
better to;0;1;0;1
comedy of manners;0;2;0;2
artificial;0;1;0;1
creeps;0;1;0;1
never quite;0;1;0;1
david;0;1;0;1
its sense of;0;2;0;2
its sensitive;0;2;0;2
begin with;0;2;0;2
centered;0;1;0;1
get to;0;1;0;1
it not just;0;2;0;2
off the hook;0;1;0;1
over again;0;2;0;2
better than its;0;1;0;1
pleasant if;0;1;0;1
harris;0;1;0;1
harris is;0;1;0;1
it not so;0;2;0;2
narrative and;0;1;0;1
narrative but;0;1;0;1
no point;0;1;0;1
are interesting and;0;1;0;1
beer;0;2;0;2
characters and the;0;2;0;2
fizz;0;1;0;1
how things will;0;1;0;1
more than an;0;2;0;2
expect and;0;2;0;2
including the;0;1;0;1
inextricably;0;4;0;4
is the stuff;0;2;0;2
nail;0;2;0;2
an easy film;0;1;0;1
by philip;0;1;0;1
laughs to;0;1;0;1
of fresh air;0;1;0;1
probably won;0;1;0;1
but this one;0;1;0;1
cliche of;0;1;0;1
in the life;0;1;0;1
in the long;0;1;0;1
is movie;0;1;0;1
of tom;0;1;0;1
but most;0;1;0;1
it started;0;1;0;1
of my cat;0;1;0;1
off their;0;1;0;1
crime story;0;1;0;1
have and;0;2;0;2
language the;0;1;0;1
all year;0;2;0;2
by the book;0;2;0;2
cast is so;0;1;0;1
enormously;0;1;0;1
it is also;0;1;0;1
material from;0;1;0;1
at modern;0;1;0;1
leaves;0;1;0;1
for older kids;0;1;0;1
no sense of;0;1;0;1
an uneven;0;1;0;1
as work of;0;1;0;1
does well;0;1;0;1
keep the story;0;1;0;1
preceded it;0;2;0;2
evolved;0;1;0;1
of cute;0;1;0;1
of dazzling;0;1;0;1
bringing;0;1;0;1
graduated from;0;1;0;1
joe;0;1;0;1
joel;0;1;0;1
apollo 13;0;3;0;3
as director;0;1;0;1
in places;0;1;0;1
boils down;0;1;0;1
contribution;0;1;0;1
moore;0;1;0;1
before long;0;1;0;1
birds;0;4;0;4
can count;0;1;0;1
force;0;1;0;1
interview with;0;1;0;1
